// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 9 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/" /p:OutDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:OutputPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:PublishDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/publish/" in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1
// command took 1 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/" /p:OutDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:OutputPath="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" /p:PublishDir="/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/publish/" --output "/Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0/" in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1
// command took 6.78 sec and exited with 0
// ***** Done, took 00:00:07 (7.85 sec)   *****
// Found 9 benchmarks:
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=100000]
//   ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
//   ParallelResolverBenchmarks.ParallelFor: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
//   ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]

// **************************
// Benchmark: ParallelResolverBenchmarks.Sequential: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=5000]
// *** Execute ***
// Launch: 1 / 3
// Execute: dotnet Benchmarks-Job-LVEFGF-1.dll --anonymousPipes 134 135 --benchmarkName "Benchmarks.ParallelResolverBenchmarks.Sequential(TargetCount: 5000)" --job "IterationCount=15, LaunchCount=3, WarmupCount=5" --benchmarkId 0 in /Users/raldes/Desktop/projects/Optimization/Benchmarks/bin/Release/net9.0/Benchmarks-Job-LVEFGF-1/bin/Release/net9.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5)

[ 97.201 ms ; 100.372 ms) | 
[100.372 ms ; 103.438 ms) | @
---------------------------------------------------

ParallelResolverBenchmarks.Plinq: Job-LVEFGF(IterationCount=15, LaunchCount=3, WarmupCount=5) [TargetCount=1000000]
Runtime = .NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a; GC = Concurrent Workstation
Mean = 78.474 ms, StdErr = 0.854 ms (1.09%), N = 42, StdDev = 5.536 ms
Min = 73.417 ms, Q1 = 75.552 ms, Median = 76.255 ms, Q3 = 78.287 ms, Max = 96.192 ms
IQR = 2.735 ms, LowerFence = 71.449 ms, UpperFence = 82.390 ms
ConfidenceInterval = [75.446 ms; 81.502 ms] (CI 99.9%), Margin = 3.028 ms (3.86% of Mean)
Skewness = 2.03, Kurtosis = 6.13, MValue = 2.38
-------------------- Histogram --------------------
[71.326 ms ; 74.292 ms) | @
[74.292 ms ; 78.473 ms) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[78.473 ms ; 84.113 ms) | @@@@@@
[84.113 ms ; 88.294 ms) | 
[88.294 ms ; 91.213 ms) | 
[91.213 ms ; 95.394 ms) | @@@
[95.394 ms ; 98.282 ms) | @
---------------------------------------------------

// * Summary *

BenchmarkDotNet v0.15.8, macOS Sequoia 15.6.1 (24G90) [Darwin 24.6.0]
Apple M1, 1 CPU, 8 logical and 8 physical cores
.NET SDK 9.0.302
  [Host]     : .NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a
  Job-LVEFGF : .NET 9.0.7 (9.0.7, 9.0.725.31616), Arm64 RyuJIT armv8.0-a

IterationCount=15  LaunchCount=3  WarmupCount=5  

| Method      | TargetCount | Mean         | Error       | StdDev      | Ratio | RatioSD | Completed Work Items | Lock Contentions |
|------------ |------------ |-------------:|------------:|------------:|------:|--------:|---------------------:|-----------------:|
| Sequential  | 5000        |     625.8 us |     2.41 us |     4.35 us |  1.00 |    0.01 |                    - |                - |
| ParallelFor | 5000        |     411.7 us |     4.81 us |     8.92 us |  0.66 |    0.01 |               8.7593 |                - |
| Plinq       | 5000        |     455.2 us |     5.09 us |     9.05 us |  0.73 |    0.02 |               7.0000 |           0.0005 |
|             |             |              |             |             |       |         |                      |                  |
| Sequential  | 100000      |  13,130.9 us |   170.59 us |   311.94 us |  1.00 |    0.03 |                    - |                - |
| ParallelFor | 100000      |  10,017.6 us |   133.59 us |   247.62 us |  0.76 |    0.03 |              17.6875 |                - |
| Plinq       | 100000      |   8,268.9 us |    75.80 us |   138.60 us |  0.63 |    0.02 |               7.0000 |                - |
|             |             |              |             |             |       |         |                      |                  |
| Sequential  | 1000000     | 137,966.0 us | 4,600.76 us | 8,527.80 us |  1.00 |    0.09 |                    - |                - |
| ParallelFor | 1000000     |  90,024.7 us | 2,194.89 us | 4,122.54 us |  0.65 |    0.05 |              17.1667 |                - |
| Plinq       | 1000000     |  78,474.1 us | 3,027.67 us | 5,536.26 us |  0.57 |    0.05 |               7.0000 |                - |

// * Warnings *
MultimodalDistribution
  ParallelResolverBenchmarks.Sequential: IterationCount=15, LaunchCount=3, WarmupCount=5 -> It seems that the distribution can have several modes (mValue = 2.94)

// * Hints *
Outliers
  ParallelResolverBenchmarks.Sequential: IterationCount=15, LaunchCount=3, WarmupCount=5  -> 2 outliers were removed (641.71 us, 715.74 us)
  ParallelResolverBenchmarks.ParallelFor: IterationCount=15, LaunchCount=3, WarmupCount=5 -> 4 outliers were removed, 5 outliers were detected (392.43 us, 433.77 us..437.33 us)
  ParallelResolverBenchmarks.Plinq: IterationCount=15, LaunchCount=3, WarmupCount=5       -> 2 outliers were removed (481.75 us, 502.21 us)
  ParallelResolverBenchmarks.Sequential: IterationCount=15, LaunchCount=3, WarmupCount=5  -> 1 outlier  was  removed (15.33 ms)
  ParallelResolverBenchmarks.ParallelFor: IterationCount=15, LaunchCount=3, WarmupCount=5 -> 2 outliers were removed (10.76 ms, 10.83 ms)
  ParallelResolverBenchmarks.Plinq: IterationCount=15, LaunchCount=3, WarmupCount=5       -> 6 outliers were removed (8.62 ms..8.77 ms)
  ParallelResolverBenchmarks.ParallelFor: IterationCount=15, LaunchCount=3, WarmupCount=5 -> 2 outliers were removed (101.91 ms, 107.42 ms)
  ParallelResolverBenchmarks.Plinq: IterationCount=15, LaunchCount=3, WarmupCount=5       -> 4 outliers were removed (91.84 ms..96.19 ms)

// * Legends *
  TargetCount          : Value of the 'TargetCount' parameter
  Mean                 : Arithmetic mean of all measurements
  Error                : Half of 99.9% confidence interval
  StdDev               : Standard deviation of all measurements
  Ratio                : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD              : Standard deviation of the ratio distribution ([Current]/[Baseline])
  Completed Work Items : The number of work items that have been processed in ThreadPool (per single operation)
  Lock Contentions     : The number of times there was contention upon trying to take a Monitor's lock (per single operation)
  1 us                 : 1 Microsecond (0.000001 sec)

// * Diagnostic Output - ThreadingDiagnoser *


// ***** BenchmarkRunner: End *****
Run time: 00:10:37 (637.57 sec), executed benchmarks: 9

Global total time: 00:10:45 (645.84 sec), executed benchmarks: 9
// * Artifacts cleanup *
Artifacts cleanup is finished
